graph_id,chart_type,image_height,image_width,chart_value
00c7cafacc5b,line,290,501,1
00c7fe56bec1,scatter,281,495,2
00c9f42ed94d,line,880,1280,1
00ca4c339bef,line,338,491,1
00cc0db43de7,vertical_bar,277,471,0
00ccf133786c,vertical_bar,270,467,0
00ce6628af07,line,312,513,1
00cee4e08d80,vertical_bar,268,476,0
00d01edafb4b,line,337,484,1
00d25e329da2,line,287,473,1
00d3ec5d7ab6,line,268,466,1
00d4dc8f6357,scatter,273,462,2
00d54d817e51,dot,296,512,3
00d576bb9625,vertical_bar,279,468,0
00d6f23075d1,scatter,281,474,2
00d7276ef6d1,dot,302,512,3
00d76c715deb,scatter,298,491,2
00d7c41a3013,line,286,457,1
00d92885c5ef,line,286,474,1
00dcf883a459,vertical_bar,381,512,0
00e050088913,line,350,460,1
00e1b129e43d,line,286,520,1
00e304571d21,scatter,282,477,2
00e555427ef0,dot,299,492,3
00e648dbe905,line,300,486,1
00e705e057bb,line,480,640,1
00e7931ea256,vertical_bar,274,473,0
00e7b6c293e5,vertical_bar,290,491,0
00e82fc7b208,line,550,800,1
00ea170dc993,dot,231,503,3
00eb1808d60d,scatter,281,475,2
00eb4cddbff9,vertical_bar,286,490,0
00ef8c0d39ba,scatter,277,455,2
00f125bdf860,line,266,451,1
00f1b5131363,vertical_bar,258,476,0
00f4a94cfc14,line,480,640,1
00f5404753cf,scatter,371,509,2
00f55ee01971,vertical_bar,320,466,0
00f62d2e5085,dot,296,512,3
00f7682dcf53,scatter,278,470,2
00f7a1b986cd,line,340,490,1
00f890c1ad1b,vertical_bar,270,477,0
00f9dbd60121,dot,302,512,3
00f9e7a5c257,vertical_bar,288,479,0
00fab427f4f5,vertical_bar,362,492,0
00fbc9ba9108,vertical_bar,283,467,0
00fc4473db7f,line,369,495,1
00fe7fc0a09f,scatter,294,493,2
00ff0306b6c1,scatter,269,490,2
010037cd78df,line,480,640,1
0100eebebd64,line,290,449,1
01037e70bbc2,vertical_bar,319,480,0
01046ebd7f39,line,280,466,1
01055b8b745b,scatter,272,459,2
0106bd866bbe,line,284,475,1
0106cecc3936,line,282,469,1
0108c697684c,vertical_bar,275,465,0
010a4cfdda06,vertical_bar,280,462,0
010a7019fa0e,vertical_bar,319,478,0
010d9cfbb4ce,scatter,314,508,2
010dd026344c,line,480,640,1
01101c3d5d8f,vertical_bar,306,490,0
011324a1a26d,line,281,499,1
011476be9a41,vertical_bar,280,468,0
0114a8213e6f,line,272,465,1
01152673f0c3,line,282,470,1
01169679dfb0,line,267,455,1
01169b1b9f15,line,387,517,1
0116c35ada8c,line,480,640,1
0116c8cbfddb,vertical_bar,361,505,0
0117a43ee624,line,291,484,1
01189ff220ed,vertical_bar,272,472,0
01191d45480c,line,279,481,1
01194ec123f5,line,282,492,1
01195a21bf1f,line,280,467,1
011a0a6e083d,dot,222,502,3
011a5e2d41da,vertical_bar,391,509,0
011bf77b3b25,vertical_bar,298,489,0
012037a3e2db,scatter,275,463,2
0120780f3801,dot,296,512,3
0121432f3b29,line,298,471,1
0121ca993b5e,vertical_bar,273,468,0
0122633acbb6,line,279,483,1
0122c9b57608,vertical_bar,281,472,0
0122fd497011,line,284,478,1
01249607670a,vertical_bar,266,479,0
012a5d9aab6d,line,480,640,1
012afa67bbca,line,480,640,1
012b9f8014bc,dot,284,510,3
012c6458de8e,line,285,476,1
012cfc7537e4,dot,299,512,3
012e6ad58d7a,line,285,509,1
012ecd9e4377,vertical_bar,260,479,0
013047d06d5a,line,264,461,1
013412ffdae0,line,261,455,1
0136ab0f0cc6,line,279,470,1
0136b0425729,line,281,479,1
0139445fac4a,line,315,500,1
0139ff173930,line,480,640,1
013a81d509ea,line,343,485,1
013bf3c79f60,line,282,473,1
013c80c9608d,vertical_bar,274,466,0
013e61db4a96,vertical_bar,283,482,0
013e8fb66ea5,line,276,489,1
013f20463b37,vertical_bar,304,493,0
01406094e6f0,line,272,461,1
0142aa32d176,vertical_bar,275,465,0
014322ad2d61,line,289,458,1
01448aa239b7,vertical_bar,281,498,0
0145eb7b794a,line,440,640,1
01463123cfbf,scatter,280,471,2
01468ca0df34,scatter,271,465,2
0147c595646f,line,327,487,1
0147c8083bd6,line,285,456,1
01482aa6ee43,scatter,273,467,2
01484249b98b,dot,302,512,3
01486411bcbe,vertical_bar,285,488,0
014cfb0cbb56,vertical_bar,335,485,0
014eb8e777c4,vertical_bar,351,495,0
014f158e37fe,scatter,280,468,2
0152132ed8b1,dot,289,512,3
01530bae2363,line,329,489,1
01530c6008d6,scatter,298,495,2
01538a04f1d9,vertical_bar,276,471,0
0153a5711a0a,line,715,1040,1
0153a91cc7fa,vertical_bar,291,495,0
0155743919ae,vertical_bar,277,464,0
0156909a45b0,dot,316,510,3
0158987e6555,line,480,640,1
015a59630a2b,vertical_bar,292,474,0
015a777b597a,line,480,640,1
015ae4940b7c,line,344,477,1
015be6718d6e,vertical_bar,285,477,0
015c280cb54c,vertical_bar,298,493,0
015c305ac963,line,480,640,1
015da833bbe9,scatter,317,492,2
0160835bec3c,line,251,496,1
01608f5e3a20,vertical_bar,233,463,0
0161af31e325,vertical_bar,285,485,0
0162e6e93fcc,dot,297,512,3
01634b348965,dot,302,512,3
016353e4c0ec,dot,262,506,3
01640c4776d1,line,268,466,1
0167c8cf4922,vertical_bar,325,493,0
0167ee675519,vertical_bar,283,470,0
0168c5c484db,vertical_bar,240,465,0
0168d18a2a02,vertical_bar,295,488,0
016930f2d4ce,line,480,640,1
016ae19bdd36,line,301,472,1
016d06a92139,line,296,484,1
016db8ecc75e,vertical_bar,307,510,0
016dc0405839,dot,325,501,3
016efc03ea58,scatter,298,492,2
016f3e37deca,vertical_bar,277,464,0
0171358c7770,scatter,335,504,2
0173367e8fc7,line,480,640,1
0173918643c2,scatter,273,462,2
0173d35dde0e,vertical_bar,273,463,0
01741b14be57,line,289,474,1
0174c8f3931a,scatter,298,504,2
01752caaf9e6,vertical_bar,302,528,0
017672166fd2,vertical_bar,319,486,0
0178dae78623,dot,282,498,3
01790997a91e,line,290,495,1
01794d39c039,vertical_bar,281,472,0
017a0940ddab,vertical_bar,272,472,0
017a707ba279,vertical_bar,304,474,0
017a79c00bec,line,550,800,1
017bfe23858b,vertical_bar,312,497,0
017cbddd08c1,line,291,473,1
017cd5efea5d,line,275,485,1
017d88d63328,vertical_bar,283,491,0
017d9f670abe,vertical_bar,332,503,0
017e7b3b4579,vertical_bar,288,498,0
01815cf423ec,vertical_bar,274,465,0
0181d0b65c96,line,480,640,1
01820e0ad3e5,vertical_bar,282,472,0
018332cc65c9,scatter,292,495,2
01850b694f00,scatter,287,484,2
01854068d41a,dot,231,502,3
01868b9607fb,vertical_bar,316,509,0
0186992254f9,vertical_bar,293,508,0
0186c1948000,line,480,640,1
018722198a11,line,297,489,1
0187b3827c9a,scatter,303,445,2
018907a13c5f,dot,322,492,3
0189b6b88aad,line,279,493,1
0189ddba38a6,scatter,288,506,2
018a5ca4f6ec,line,480,640,1
018c33b963e2,dot,328,501,3
018f8d8f00a1,line,279,485,1
0190170e50f3,line,303,482,1
01914cd731ee,vertical_bar,322,489,0
01926c5d2b53,line,314,498,1
01926e708ffb,vertical_bar,281,468,0
01928b2e4936,scatter,275,473,2
0196260a796f,vertical_bar,303,471,0
0196af653a80,scatter,303,499,2
019867d8f297,scatter,279,469,2
019880adadef,line,284,510,1
019beb6833b5,vertical_bar,282,505,0
019d0635743c,line,264,505,1
019d561e449a,vertical_bar,289,497,0
019eac010fe2,dot,322,492,3
019f5c5e3663,dot,209,499,3
019f7a52d588,line,480,640,1
01a20338332b,line,274,465,1
01a30be39fc9,dot,280,517,3
01a756bf324b,line,296,509,1
01a7abd44f46,vertical_bar,289,464,0
01a8e3f68e7f,dot,333,510,3
01a907bccece,line,480,640,1
01a912515416,scatter,310,505,2
01ab1435671e,scatter,309,495,2
01ab2a3881b8,line,269,489,1
01ab63de826e,line,480,640,1
01ab71f138f4,line,273,469,1
01aba02eb91d,line,480,640,1
01ac669d5396,vertical_bar,247,471,0
01ac8060a4db,line,277,459,1
01adcd75253d,vertical_bar,272,469,0
01adec6877fb,vertical_bar,286,473,0
01b088b5edda,vertical_bar,278,467,0
01b1d41486fd,vertical_bar,325,512,0
01b2685967b0,line,440,640,1
01b394bc4b38,scatter,286,492,2
01b3e54c39e9,line,296,496,1
01b45b831589,vertical_bar,274,512,0
01b655fbe28a,line,311,512,1
01b7cdda3ee8,dot,328,501,3
01b816cb97ee,vertical_bar,283,479,0
01b8ac760429,line,315,482,1
01baab005e0d,vertical_bar,290,500,0
01bc47e53b2a,vertical_bar,300,507,0
01bdc7baa468,scatter,297,459,2
01be96496478,vertical_bar,319,512,0
01bec0d9a4f1,line,286,473,1
01bf1a58d15f,dot,299,512,3
01c03cb99c95,scatter,293,488,2
01c03ea29150,vertical_bar,326,470,0
01c05ceafcf7,vertical_bar,280,468,0
01c0a25fb6ec,vertical_bar,288,457,0
01c262988ae8,line,440,640,1
01c371392da2,line,278,479,1
01c4b556e011,line,480,640,1
01c7c48b3d8f,vertical_bar,352,499,0
01c992bdde34,vertical_bar,261,483,0
01ca5dd68c78,line,319,503,1
01cdb932d1c0,vertical_bar,283,476,0
01ce8f36793a,vertical_bar,273,476,0
01d0743fc3d2,vertical_bar,273,466,0
01d16f5990d7,scatter,272,466,2
01d1a9096094,line,332,491,1
01d44338b08e,line,345,489,1
01d69fc67aed,scatter,286,498,2
01d6fa6c64f5,line,480,640,1
01d731115dd3,scatter,275,466,2
01d808415dfc,vertical_bar,279,467,0
01d955b6aa72,scatter,310,494,2
01da9cd143cc,line,480,640,1
01dbd1dd1e19,vertical_bar,296,487,0
01dbdce23bfb,line,316,501,1
01dc0db5b211,line,227,431,1
01df0f2995a9,scatter,274,471,2
01e06264e0db,vertical_bar,297,510,0
01e161f64874,line,284,461,1
01e242a32bd3,line,313,486,1
01e3acfffc98,vertical_bar,339,511,0
01e3d247eae6,line,345,489,1
01e564280e8b,line,304,474,1
01e6baf351f7,dot,297,512,3
01e70cd19470,vertical_bar,278,468,0
01e7175f7e92,line,342,487,1
01e7ff2e0408,scatter,293,492,2
01e9cb7b2448,vertical_bar,276,463,0
01eb4887f763,vertical_bar,304,485,0
01ec477054c3,dot,302,512,3
01ecc5613ff2,line,315,491,1
01ee28e956e2,scatter,284,485,2
01efa5e2c56c,line,275,482,1
01f01630946d,line,480,640,1
01f143950325,vertical_bar,290,491,0
01f18dbaf5e4,dot,300,512,3
01f227d06dbd,line,275,466,1
01f3af2c4a5e,vertical_bar,269,468,0
01f3f218bff8,line,299,480,1
01f53b062451,line,298,511,1
01f572b9b658,line,280,506,1
01f5ba36f1e5,vertical_bar,276,466,0
01fa4faa8bb2,vertical_bar,351,498,0
01fa9d312ce2,line,278,463,1
01faf83ba955,vertical_bar,282,471,0
01fcfff3829f,vertical_bar,277,495,0
01fde1707681,line,293,480,1
01ff1da9bfe2,scatter,280,475,2
01ffebb50bfc,vertical_bar,277,463,0
02006689dd66,line,270,466,1
020248d73863,vertical_bar,263,463,0
02034d81a2fc,dot,285,512,3
02047f770d8e,scatter,335,501,2
02053afc1a1a,line,715,1040,1
02072da31ff1,line,277,469,1
02089844faad,vertical_bar,287,484,0
0208cb944192,line,277,466,1
020944f3e525,scatter,306,493,2
020b7337f9ff,vertical_bar,280,463,0
020bb256287e,dot,300,512,3
020e683c8bcd,line,281,497,1
021120f2b623,line,280,470,1
0211232e2d16,line,480,640,1
02113a4a0000,vertical_bar,298,510,0
0211d085bb62,scatter,289,493,2
0211d6b4b5ca,vertical_bar,288,488,0
0212cb7f4cda,scatter,286,485,2
02131bff96d8,line,307,471,1
021593930d91,dot,302,512,3
021738f1a879,vertical_bar,335,512,0
0218c2bac67d,vertical_bar,273,475,0
021998459983,vertical_bar,262,493,0
021c0f00f4ea,line,280,465,1
021ce2c7cf08,line,290,485,1
021d47def794,vertical_bar,316,488,0
021da63321a5,scatter,301,509,2
021e89e5a5ec,line,480,640,1
021eeb932275,line,283,469,1
021fc7d2aca7,vertical_bar,334,503,0
022315d461eb,scatter,317,510,2
0223cfa2c5e7,vertical_bar,332,512,0
02242473af5a,scatter,308,508,2
022470d925b0,vertical_bar,280,469,0
02270da0d66d,line,278,467,1
0227c9e39e00,vertical_bar,284,470,0
022897473696,line,480,640,1
022a3462cd5b,line,480,640,1
022aa70f68e5,line,301,506,1
022b5d06f46c,vertical_bar,287,484,0
022b6e74dc60,dot,296,512,3
022c18715ddd,line,292,493,1
022cd477c2bb,scatter,292,498,2
022dbf26c29d,scatter,294,502,2
022eef881f98,line,279,480,1
023130533cbe,scatter,280,469,2
023404ffa5f2,line,276,466,1
0234b225b0c6,vertical_bar,291,475,0
02354c61626e,line,480,640,1
02366aa7f0f8,line,284,484,1
0236b616ba91,scatter,275,467,2
023a0928f253,line,351,481,1
023c1679f393,line,274,476,1
023c5e19056e,line,287,496,1
023d37ec625a,line,296,494,1
023f481428da,line,480,640,1
023f6047187f,dot,300,512,3
023f985d999b,scatter,277,485,2
02410282914b,line,282,471,1
0241f63b0a4d,vertical_bar,241,462,0
02434b83d38c,vertical_bar,285,483,0
0244546b2f91,line,480,640,1
024468ff311e,line,273,469,1
02452d3c9c2d,line,480,640,1
02455aa53cf7,dot,316,510,3
0245ad2b518e,scatter,312,497,2
0246fc1df87c,scatter,311,506,2
0247d157ee82,line,369,505,1
024a424b5073,line,357,490,1
024ba984c683,vertical_bar,296,501,0
024bcf3d4be6,line,296,512,1
024e23816af4,dot,289,512,3
02510e400ad8,line,277,463,1
0253c1b393a1,line,287,473,1
0253fe8c769a,line,271,463,1
0255c714e6a9,line,280,470,1
0256eebb7604,line,285,480,1
0256f98ddb66,line,274,466,1
025702d57553,dot,299,512,3
02574534c4dc,scatter,349,505,2
0257bb8b47a3,scatter,286,481,2
0257ef642928,line,285,479,1
0258440bc1cb,line,480,640,1
0258fe063a1e,dot,296,512,3
02598e3f5382,dot,290,500,3
025a2f628f85,dot,337,511,3
025e4e538e6e,scatter,299,505,2
025eccab848e,vertical_bar,276,464,0
026056e7331a,vertical_bar,264,481,0
0260671176e4,line,325,478,1
026149e187cf,vertical_bar,279,471,0
026210f1605b,dot,300,512,3
02621b07361a,line,296,506,1
026283fad6d2,vertical_bar,346,478,0
026336c345c1,line,276,470,1
02644e4a162c,line,280,467,1
02644f4ac8e4,line,277,488,1
0264b9ecb0bc,scatter,295,495,2
026555df9a1e,line,280,459,1
0268937d10db,line,336,486,1
02696b6b5dba,scatter,275,472,2
0269829a9ab3,line,266,461,1
026ccf992b51,line,305,483,1
026d6f97995e,line,314,482,1
027040e0caf6,vertical_bar,274,487,0
027066c645ba,scatter,270,465,2
027265547712,vertical_bar,291,497,0
0273035f625e,line,275,469,1
027366ad50df,vertical_bar,306,491,0
027568dc2c74,line,276,467,1
02777b2d65ed,line,282,457,1
02777d86a637,line,480,640,1
0278a3fadb1a,dot,356,505,3
0278b786a87e,scatter,304,497,2
0278f6fb1bcc,line,480,640,1
02793b2a55f6,vertical_bar,282,493,0
0279a3b38b93,line,282,481,1
027d5b74f67f,line,262,458,1
027fd57811a4,line,271,467,1
028092f740e8,vertical_bar,344,502,0
0280ca58a5b1,line,480,640,1
0281dd7a1072,scatter,283,465,2
0281f10f7485,line,235,431,1
02822146fa8f,line,297,485,1
02823c69fae2,scatter,279,463,2
0286211cf1d5,dot,298,512,3
028631f864e6,vertical_bar,292,493,0
028675783324,line,480,640,1
02897c735f7a,line,281,486,1
028b59b6a2e9,line,480,640,1
028c11a4cab8,line,480,640,1
028cef143473,line,298,476,1
028eec92cadb,line,293,491,1
028f0aaf00e7,dot,298,512,3
028f7b862fdb,line,285,493,1
02903c240b8a,dot,289,512,3
02919f154ab4,scatter,281,472,2
0294808fcbc0,line,280,502,1
0294c623f282,line,303,505,1
0296bc6a5a53,line,480,640,1
0296d84100eb,scatter,273,466,2
02970e24f1f4,vertical_bar,279,470,0
02982d819ff1,vertical_bar,283,505,0
029867ef63f2,vertical_bar,234,457,0
029924855d79,vertical_bar,286,503,0
029a240f2831,line,300,476,1
029b41b05032,vertical_bar,358,499,0
029bc882f6f4,line,480,640,1
029c2da95841,line,480,640,1
029c6d0f98a9,vertical_bar,275,464,0
029c90196a64,scatter,269,462,2
029d1a7e17d2,scatter,280,463,2
029deddeda55,vertical_bar,366,498,0
029df65a9304,dot,237,502,3
029dfff9b5bd,line,480,640,1
029eb96f26d9,line,480,640,1
02a06222f024,line,298,487,1
02a23ca8f04b,line,480,640,1
02a2cbd1eb3c,line,296,483,1
02a3131e3006,line,301,495,1
02a6511407b6,line,330,493,1
02a6c35536eb,scatter,287,485,2
02a707762f64,vertical_bar,342,468,0
02a752db3a5b,scatter,279,454,2
02a84ad22b2e,line,480,640,1
02a8521e5a08,line,297,484,1
02a8b8d88a78,vertical_bar,296,512,0
02a94d02988a,vertical_bar,297,495,0
02aa19f0b990,vertical_bar,304,510,0
02aa6fb7aec8,scatter,272,464,2
02ac33c2904c,line,340,493,1
02ad4084233c,line,273,462,1
02ad9cae0975,line,267,481,1
02adc3d3dd8a,scatter,293,489,2
02aeec1714a0,line,880,1280,1
02af66054a5f,line,480,640,1
02afb186f19a,line,314,512,1
02b0828c7f5f,scatter,285,495,2
02b1316a2644,line,278,467,1
02b188584933,scatter,277,466,2
02b2b5b8ed98,line,330,488,1
02b3215b1fcb,vertical_bar,271,463,0
02b56e638ba0,vertical_bar,275,464,0
02b7928d5ab5,line,272,466,1
02b7d62203dd,vertical_bar,298,471,0
02b84ec1fd48,line,480,640,1
02baebc06d39,line,337,475,1
02bbc1a193ea,line,368,510,1
02bc15fd47d7,scatter,276,470,2
02bd7bf6669d,scatter,275,461,2
02bf1bdf210b,vertical_bar,294,501,0
02bfab6fb02e,vertical_bar,232,461,0
02bfcff07dba,scatter,288,481,2
02c036b0a60b,line,344,512,1
02c04ff4c734,line,298,483,1
02c0bf0ceeb1,line,270,461,1
02c1c1419505,vertical_bar,291,507,0
02c250c59856,line,318,512,1
02c43b6bd718,scatter,294,508,2
02c4622aa0c0,line,306,475,1
02c54f472e12,dot,299,512,3
02c61caf92a8,vertical_bar,317,488,0
02c632f44673,vertical_bar,279,469,0
02c71654e05e,line,274,467,1
02c8c0812dd0,scatter,281,468,2
02c8f200ce7d,line,340,484,1
02cc664ee438,vertical_bar,276,467,0
02cd6f31d94b,scatter,298,494,2
02ce74d6a5be,scatter,304,506,2
02cf193f39b1,line,292,501,1
02d135add8f3,scatter,292,507,2
02d25f29ef1c,vertical_bar,349,500,0
02d25fbed151,scatter,293,455,2
02d29d4fa728,scatter,326,474,2
02d2a89b7f46,line,329,488,1
02d49f58efdd,scatter,295,479,2
02d781829031,line,480,640,1
02d892f40cb2,vertical_bar,354,497,0
02d92c9332df,line,272,451,1
02d9e6096062,line,289,488,1
02da646f4472,line,480,640,1
02da78c52b13,line,316,507,1
02dae0ef37e0,scatter,322,508,2
02dc2797ccc0,line,276,468,1
02dc98d4845d,vertical_bar,357,501,0
02dcb0d20586,line,289,496,1
02dd71f60192,dot,290,500,3
02ddede11a2e,vertical_bar,280,469,0
02df26513f3d,line,480,640,1
02e00c7990fe,vertical_bar,308,494,0
02e0d79cb300,line,282,472,1
02e223d9f2a9,scatter,275,467,2
02e26bc2cfd9,vertical_bar,283,477,0
02e2ec5cde77,line,277,495,1
02e41eef45ac,line,295,495,1
02e483de4ecc,line,440,640,1
02e4bca77655,vertical_bar,351,500,0
02e4ecfbd3a2,line,291,474,1
02e91c3bad9a,vertical_bar,278,463,0
02e968ffd4c2,line,480,640,1
02ea3dc595d3,scatter,276,465,2
02ea7202b4b5,line,320,501,1
02eb42ecb9ae,line,480,640,1
02ebedb623b8,line,309,510,1
02ec0b3d95bb,vertical_bar,260,484,0
02ec7f425fa3,line,480,640,1
02ecc3c101b4,vertical_bar,278,470,0
02eccc9dd4c7,line,295,490,1
02ee017f3923,line,480,640,1
02f07afb052f,line,278,468,1
02f084d5275a,vertical_bar,323,512,0
02f0c8fc9532,scatter,274,462,2
02f46c620849,vertical_bar,272,465,0
02f4b826d671,vertical_bar,281,470,0
02f66bfc59a2,line,277,503,1
02f76c3816a0,vertical_bar,455,512,0
02f7f63f396a,vertical_bar,277,461,0
02fa0a4e5150,vertical_bar,345,497,0
02fb63b79157,vertical_bar,277,503,0
02fe8fb40df1,scatter,299,503,2
0300409784d6,line,295,506,1
0301f10bcf45,line,328,489,1
0303caad407a,line,332,504,1
0304b10a550e,line,279,471,1
0308d4b5528c,vertical_bar,274,460,0
030b67e77667,line,313,492,1
030ce0ddf066,line,301,474,1
030da586268a,line,282,470,1
030dd6d36053,line,480,640,1
030f5b804a05,vertical_bar,272,463,0
0310145ba7df,vertical_bar,281,465,0
0310820091d8,line,267,463,1
0311754b1b62,scatter,275,474,2
0312c8e78465,vertical_bar,282,466,0
0313d9a9bd51,dot,258,507,3
0314511bca6a,vertical_bar,317,497,0
031647796de8,line,280,472,1
03178f789ce3,vertical_bar,263,460,0
031a44a32400,scatter,274,467,2
031aa70ba8fd,line,287,513,1
031adb13104f,line,269,483,1
031bd700190f,line,274,464,1
031e632e0bb7,vertical_bar,281,471,0
031eb924ccd2,dot,298,512,3
031ebb6b5916,line,279,463,1
03206010990f,scatter,290,481,2
0320ff6f6a93,vertical_bar,272,491,0
03210e8bcf55,line,480,640,1
03227f710876,vertical_bar,273,463,0
0322ead27779,line,285,511,1
