graph_id,chart_type,image_height,image_width,chart_value
ee79deadf496,vertical_bar,279,466,0
ee032f99110a,vertical_bar,277,464,0
ee085bf01cce,vertical_bar,284,484,0
eefe284f1978,vertical_bar,278,465,0
ee85e5ce4497,vertical_bar,326,504,0
eef8180afe5c,vertical_bar,290,493,0
f142309cc18a,vertical_bar,274,468,0
f102ec2bb243,vertical_bar,276,468,0
f18828fe5214,vertical_bar,279,466,0
f2225c8a86ed,vertical_bar,286,506,0
f229fd57a959,vertical_bar,301,501,0
f3c2c5d820ba,vertical_bar,282,469,0
f3d68cd2dd9f,vertical_bar,296,505,0
f313f5711a08,vertical_bar,354,499,0
f387e904bc54,vertical_bar,289,498,0
f3ddbe329044,vertical_bar,291,492,0
f3dfe5741b88,vertical_bar,291,484,0
f348600fc049,vertical_bar,306,499,0
f33f9dabc531,vertical_bar,302,505,0
f3851ac9daa8,vertical_bar,272,466,0
f32d858445d9,vertical_bar,286,483,0
f335495342ba,vertical_bar,275,466,0
fac1a085ffda,vertical_bar,280,465,0
fae376dfba61,vertical_bar,295,497,0
fb0c318f3aaa,vertical_bar,273,458,0
fae84f9b5152,vertical_bar,348,493,0
fb7d9b5563d3,vertical_bar,237,465,0
fab4ca7c946f,vertical_bar,307,492,0
ff21e2957d7c,vertical_bar,350,492,0
fe7841a1e3b4,vertical_bar,378,492,0
fd05c072258b,vertical_bar,268,466,0
fd082238c776,vertical_bar,291,466,0
fefc500fd398,vertical_bar,275,464,0
ff02fb4166c2,vertical_bar,341,487,0
ff035614dee0,vertical_bar,302,503,0
ff0434671e26,vertical_bar,254,475,0
fe7b8cd075c1,vertical_bar,286,463,0
fa7ffd070c2c,vertical_bar,351,500,0
fa6303a7abd1,vertical_bar,280,474,0
fb1760889f55,vertical_bar,360,503,0
fb42ac6fd7f2,vertical_bar,316,492,0
faa93f54de7d,vertical_bar,360,496,0
fd94085d7ef5,vertical_bar,277,465,0
fd8081cbe148,vertical_bar,283,473,0
fe7363f8dac6,vertical_bar,304,461,0
fe680bd5f7b3,vertical_bar,355,499,0
fd6083acfb37,vertical_bar,350,499,0
fd6b3236e6f3,vertical_bar,269,461,0
fd105ca51a4a,vertical_bar,278,467,0
fd1171581f4f,vertical_bar,267,461,0
fd4a749038af,vertical_bar,283,505,0
fd24b4f861ad,vertical_bar,295,507,0
ff4029875b47,vertical_bar,271,468,0
fd0bf71ca73e,vertical_bar,301,500,0
ffb54f9fc43f,vertical_bar,280,482,0
feb1711096c1,vertical_bar,301,504,0
feb5e33b1efc,vertical_bar,277,469,0
fec9c9ff943f,vertical_bar,273,464,0
fecdef2b9a83,vertical_bar,283,460,0
fee93cf3565a,vertical_bar,306,477,0
ff7b0cc7d196,vertical_bar,319,490,0
ff87da2ea216,vertical_bar,352,499,0
fff04b70f542,vertical_bar,276,470,0
fffb1bf5053f,vertical_bar,300,497,0
ff7a10caf269,vertical_bar,287,479,0
ff459e87183c,vertical_bar,291,482,0
eb76d009dd77,vertical_bar,341,463,0
eb04da0e5cea,vertical_bar,283,493,0
ebd1eb3a52b9,vertical_bar,300,504,0
ec58efb39898,vertical_bar,284,492,0
ec7f30e938c5,vertical_bar,271,486,0
eb7342faaf58,vertical_bar,294,473,0
eb45e371044a,vertical_bar,307,497,0
eb6bc87d892e,vertical_bar,292,478,0
ed8dffb45978,vertical_bar,267,480,0
ecb63353ef6d,vertical_bar,284,480,0
ecbea83cc404,vertical_bar,274,469,0
ecc1aa6e2c94,vertical_bar,278,468,0
ed35aa1492f9,vertical_bar,285,473,0
fcd2fcc4ce4a,vertical_bar,280,464,0
fba92c3c8ea9,vertical_bar,353,497,0
fbc1cfdc802e,vertical_bar,305,466,0
fc5f61ba814d,vertical_bar,282,480,0
fc757b999768,vertical_bar,291,486,0
fc7677e2cc98,vertical_bar,271,482,0
fc7b9bfc36b7,vertical_bar,278,466,0
fcf972ea4527,vertical_bar,303,497,0
fcfa06d3102e,vertical_bar,330,508,0
fcfa411465de,vertical_bar,277,465,0
fc47960ce12e,vertical_bar,391,512,0
fb96ff545a09,vertical_bar,284,467,0
ec22cf427fda,vertical_bar,286,489,0
ec89d051a5e6,vertical_bar,284,466,0
ec974f25cb2d,vertical_bar,297,507,0
ec1575f78bd6,vertical_bar,272,461,0
ebf407af74e0,vertical_bar,310,492,0
fb942ef71c8d,vertical_bar,300,506,0
fc3b67d03b7c,vertical_bar,287,479,0
fbe0d76ce381,vertical_bar,286,484,0
fc0fa5d08d9e,vertical_bar,340,500,0
fc10188b2856,vertical_bar,325,490,0
b683e6aa509c,vertical_bar,309,491,0
b68b76a33259,vertical_bar,277,459,0
b6cecf2a28c4,vertical_bar,351,476,0
b6dab0aba146,vertical_bar,301,501,0
b64e7e6f75e5,vertical_bar,257,479,0
b666deee7322,vertical_bar,277,470,0
b6ddf63d7d8e,vertical_bar,310,494,0
b6477053092f,vertical_bar,305,505,0
b2259d6f3ad5,vertical_bar,287,460,0
b271ccaaf050,vertical_bar,303,508,0
b2332338783d,vertical_bar,298,500,0
b2f8e5571dbb,vertical_bar,280,469,0
b2aafa19da86,vertical_bar,375,512,0
b2a097f7041e,vertical_bar,278,468,0
b308d08f9bc6,vertical_bar,271,469,0
b30cc3ed9ec2,vertical_bar,350,496,0
b4b0fd73636b,vertical_bar,277,465,0
b4b3fa08c413,vertical_bar,276,482,0
b4bcfd6bed95,vertical_bar,332,465,0
b4e617c04920,vertical_bar,276,469,0
b4a933678002,vertical_bar,289,473,0
b55b22bab0f0,vertical_bar,284,480,0
b55fee17c7af,vertical_bar,303,466,0
b49d2a782ea1,vertical_bar,283,471,0
b4ece2f3e838,vertical_bar,286,474,0
b6065ce9f5c4,vertical_bar,273,463,0
b5770cfee39f,vertical_bar,296,502,0
b5681111cd15,vertical_bar,297,505,0
b5c544c60fcf,vertical_bar,353,492,0
b77da9ea6bd3,vertical_bar,333,465,0
b75050ebfa99,vertical_bar,390,505,0
b754fda064ed,vertical_bar,258,482,0
b759f622bb3e,vertical_bar,273,472,0
b7045b8ed11d,vertical_bar,278,467,0
b52d062f9ef4,vertical_bar,280,465,0
b70a3f74f954,vertical_bar,364,500,0
b71a0ac12a91,vertical_bar,299,502,0
b72d6a7db56c,vertical_bar,261,482,0
a357a4398cb9,vertical_bar,336,512,0
a285dde2c81b,vertical_bar,280,469,0
a35d3b53c8f1,vertical_bar,297,498,0
a40bfaf0fd60,vertical_bar,299,490,0
a3c485b6bb10,vertical_bar,300,498,0
a3fe923d8718,vertical_bar,288,466,0
a568bbb62169,vertical_bar,290,468,0
a563fc5aad1f,vertical_bar,282,506,0
a56f77431205,vertical_bar,235,469,0
a5715170d894,vertical_bar,291,491,0
a58503dfb20d,vertical_bar,291,483,0
a589a89af24e,vertical_bar,292,486,0
a31e4bd2b0b0,vertical_bar,326,507,0
a32eaa2f1899,vertical_bar,277,499,0
b47c17fef900,vertical_bar,280,463,0
b44a848ac847,vertical_bar,305,504,0
b45dd0a1bbb1,vertical_bar,234,478,0
b4649fe55416,vertical_bar,275,468,0
b41ddace694d,vertical_bar,347,500,0
b23dd99f05d6,vertical_bar,314,485,0
b2466d743f63,vertical_bar,337,468,0
b4411756fd8d,vertical_bar,276,466,0
b4287b243ea5,vertical_bar,284,479,0
a388a2000c8f,vertical_bar,288,477,0
b39b278868cd,vertical_bar,269,479,0
b3bdad39392a,vertical_bar,301,502,0
b3bdbb60527b,vertical_bar,280,471,0
b3abc72fab1d,vertical_bar,286,502,0
a39f045414f2,vertical_bar,324,495,0
a3b54377a020,vertical_bar,282,467,0
b37ce7058115,vertical_bar,298,465,0
b3830f53947e,vertical_bar,295,502,0
b33e4bdd274f,vertical_bar,313,495,0
b3e22dde97f1,vertical_bar,280,496,0
b369bbfe331a,vertical_bar,326,480,0
aeaa5c39eee4,vertical_bar,273,463,0
aead7cd2cfe6,vertical_bar,267,470,0
af081b7ea760,vertical_bar,280,471,0
af2373663757,vertical_bar,349,500,0
af2c3f8c37c5,vertical_bar,355,499,0
aebeeb4899ec,vertical_bar,355,499,0
afbe26b0ba84,vertical_bar,359,503,0
af389c08d9ed,vertical_bar,333,509,0
afa7e12becf5,vertical_bar,354,506,0
b1a5498bee73,vertical_bar,325,499,0
b13f50c9647a,vertical_bar,300,503,0
b16c58ca9694,vertical_bar,279,472,0
b069314625ea,vertical_bar,287,489,0
b0c83b8ceb96,vertical_bar,326,501,0
b13f0f1dd18b,vertical_bar,269,484,0
aed8811a9f50,vertical_bar,307,512,0
aeecf1f1bf91,vertical_bar,289,492,0
b0e19e0a563f,vertical_bar,335,503,0
b0f07dd25a41,vertical_bar,275,469,0
b12af9364e6e,vertical_bar,278,464,0
b10357f2c8c6,vertical_bar,287,477,0
f0be0289c010,vertical_bar,268,471,0
ef8b228a9b50,vertical_bar,268,468,0
f0122da6cbe1,vertical_bar,280,473,0
f0898498e702,vertical_bar,332,512,0
f06c7dc5c2e0,vertical_bar,280,474,0
eddf020e9b5a,vertical_bar,266,462,0
ee33e528a6a2,vertical_bar,390,499,0
f064f946563b,vertical_bar,273,485,0
f04d16c9a556,vertical_bar,299,498,0
f0152d805eb3,vertical_bar,294,502,0
af7e813caa38,vertical_bar,288,509,0
af5c3bdec7c6,vertical_bar,283,498,0
af5d03f88243,vertical_bar,275,470,0
af5febf015b3,vertical_bar,350,499,0
ef493c836882,vertical_bar,280,467,0
ef7972a2dbeb,vertical_bar,296,470,0
efd1f4c36e5e,vertical_bar,353,499,0
f00afd80955e,vertical_bar,324,483,0
b055d423d7b4,vertical_bar,265,460,0
ae5a8bce43a4,vertical_bar,349,495,0
ae57b4b6f6d9,vertical_bar,282,503,0
ae8ae528fd5d,vertical_bar,290,469,0
ae93edecb154,vertical_bar,287,474,0
ae242a47cff4,vertical_bar,299,505,0
adf32397a78a,vertical_bar,273,469,0
ae29fd33433a,vertical_bar,303,470,0
addb561f2387,vertical_bar,272,466,0
ade09804d1fc,vertical_bar,269,459,0
ae12a0efd82d,vertical_bar,321,490,0
ac169dc3747b,vertical_bar,289,487,0
ac17184aa8e1,vertical_bar,301,511,0
ae10d48623aa,vertical_bar,281,465,0
ad5cf200e5ab,vertical_bar,307,501,0
add4a627f9d5,vertical_bar,240,464,0
ad89c91ffa7a,vertical_bar,304,482,0
ad99f5df36a1,vertical_bar,278,469,0
ad9a47989dae,vertical_bar,293,498,0
b58e9e4493e6,vertical_bar,276,464,0
b590a42960a0,vertical_bar,278,465,0
ada62e47cdc5,vertical_bar,295,483,0
ad35b2fed248,vertical_bar,286,504,0
ad40857e034a,vertical_bar,332,506,0
adcd1241f7de,vertical_bar,286,472,0
ac9fcbe3327e,vertical_bar,333,487,0
b0969c207fa0,vertical_bar,345,493,0
ac8ab029607c,vertical_bar,300,496,0
b09e30a6e2d8,vertical_bar,311,494,0
b00e02afd6a9,vertical_bar,296,487,0
b03813545f89,vertical_bar,273,484,0
b0a361cd594e,vertical_bar,278,470,0
b0b04d477932,vertical_bar,279,468,0
abab3715c8b8,vertical_bar,300,503,0
abace3b5bbf2,vertical_bar,296,463,0
abb5d307d5f9,vertical_bar,280,484,0
abbac4c0cd10,vertical_bar,297,498,0
aba24e44d051,vertical_bar,282,464,0
ac268c63810c,vertical_bar,266,470,0
ad04554e4f31,vertical_bar,274,470,0
ac5847f4efa6,vertical_bar,269,466,0
acbb0c301b0c,vertical_bar,278,464,0
32008669d537,vertical_bar,283,471,0
3b5b64eec593,vertical_bar,276,477,0
14087b542ce4,vertical_bar,235,475,0
1dc7af30fc7e,vertical_bar,274,463,0
0d3b6209e22b,vertical_bar,266,460,0
279a50170872,vertical_bar,292,464,0
31f32404693a,vertical_bar,277,498,0
05a204ddc355,vertical_bar,344,494,0
0c5a074d88c1,vertical_bar,298,512,0
3079ea9820d6,vertical_bar,274,480,0
26e36844d18c,vertical_bar,314,490,0
0903b9d5d303,vertical_bar,301,494,0
1ee5a04b915d,vertical_bar,288,483,0
